2009,04,03,57895.0
2009,04,06,57812.0
2009,04,07,57804.0
2009,04,08,58104.0
2009,04,09,58581.0
2009,04,13,58668.0
2009,04,14,58420.0
2009,04,15,58701.0
2009,04,16,58748.0
2009,04,17,58739.0
2009,04,20,58649.0
2009,04,21,58719.0
2009,04,22,58718.0
2009,04,23,58725.0
2009,04,24,58821.0
2009,04,27,58669.0
2009,04,28,58701.0
2009,04,29,58866.0
2009,04,30,58951.0
2009,05,01,58966.0
2009,05,04,59438.0
2009,05,05,59445.0
2009,05,06,59557.0
2009,05,07,59440.0
2009,05,08,59476.0
2009,05,11,59344.0
2009,05,12,59290.0
2009,05,13,59256.0
2009,05,14,59348.0
2009,05,15,59324.0
2009,05,18,59441.0
2009,05,19,59474.0
2009,05,20,59446.0
2009,05,21,59429.0
2009,05,22,59411.0
2009,05,26,59512.0
2009,05,27,59382.0
2009,05,28,59394.0
2009,05,29,59606.0
2009,06,01,59855.0
2009,06,02,59824.0
2009,06,03,59732.0
2009,06,04,59803.0
2009,06,05,59806.0
2009,06,08,59810.0
2009,06,09,59804.0
2009,06,10,59783.0
2009,06,11,59790.0
2009,06,12,59786.0
2009,06,15,59770.0
2009,06,16,59757.0
2009,06,17,59760.0
2009,06,18,59780.0
2009,06,19,59753.0
2009,06,22,59645.0
2009,06,23,59689.0
2009,06,24,59738.0
2009,06,25,59774.0
2009,06,26,59760.0
2009,06,29,59786.0
2009,06,30,59786.0
2009,07,01,59773.0
2009,07,02,59675.0
2009,07,06,59620.0
2009,07,07,59514.0
2009,07,08,59381.0
2009,07,09,59450.0
2009,07,10,59407.0
2009,07,13,59437.0
2009,07,14,59457.0
2009,07,15,59457.0
2009,07,16,59457.0
2009,07,17,59457.0
2009,07,20,59457.0
2009,07,21,59457.0
2009,07,22,59492.0
2009,07,23,59678.0
2009,07,24,59772.0
2009,07,27,59790.0
2009,07,28,59814.0
2009,07,29,59789.0
2009,07,30,59834.0
2009,07,31,59813.0
2009,08,03,59831.0
2009,08,04,59859.0
2009,08,05,59936.0
2009,08,06,59968.0
2009,08,07,60017.0
2009,08,10,60017.0
2009,08,11,60017.0
2009,08,12,60019.0
2009,08,13,60021.0
2009,08,14,60015.0
2009,08,17,59984.0
2009,08,18,60000.0
2009,08,19,59996.0
2009,08,20,60005.0
2009,08,21,60053.0
2009,08,24,60053.0
2009,08,25,60053.0
2009,08,26,60053.0
2009,08,27,60053.0
2009,08,28,60053.0
2009,08,31,60053.0
2009,09,01,60053.0
2009,09,02,60053.0
2009,09,03,60071.0
2009,09,04,60089.0
2009,09,08,60129.0
2009,09,09,60126.0
2009,09,10,60168.0
2009,09,11,60164.0
2009,09,14,60167.0
2009,09,15,60179.0
2009,09,16,60179.0
2009,09,17,60179.0
2009,09,18,60189.0
2009,09,21,60178.0
2009,09,22,60216.0
2009,09,23,60236.0
2009,09,24,60204.0
2009,09,25,60204.0
2009,09,28,60204.0
2009,09,29,60204.0
2009,09,30,60226.0
2009,10,01,60188.0
2009,10,02,60161.0
2009,10,05,60227.0
2009,10,06,60248.0
2009,10,07,60233.0
2009,10,08,60280.0
2009,10,09,60276.0
2009,10,12,60266.0
2009,10,13,60280.0
2009,10,14,60276.0
2009,10,15,60262.0
2009,10,16,60246.0
2009,10,19,60226.0
2009,10,20,60190.0
2009,10,21,60156.0
2009,10,22,60240.0
2009,10,23,60157.0
2009,10,26,60133.0
2009,10,27,60125.0
2009,10,28,60118.0
2009,10,29,60203.0
2009,10,30,60100.0
2009,11,02,60115.0
2009,11,03,60115.0
2009,11,04,60114.0
2009,11,05,60165.0
2009,11,06,60149.0
2009,11,09,60149.0
2009,11,10,60149.0
2009,11,11,60149.0
2009,11,12,60149.0
2009,11,13,60149.0
2009,11,16,60149.0
2009,11,17,60149.0
2009,11,18,60150.0
2009,11,19,60141.0
2009,11,20,60146.0
2009,11,23,60143.0
2009,11,24,60119.0
2009,11,25,60151.0
2009,11,27,60099.0
2009,11,30,60147.0
2009,12,01,60185.0
2009,12,02,60205.0
2009,12,03,60278.0
2009,12,04,60261.0
2009,12,07,60261.0
2009,12,08,60261.0
2009,12,09,60243.0
2009,12,10,60264.0
2009,12,11,60269.0
2009,12,14,60261.0
2009,12,15,60309.0
