2008,01,03,50000.0
2008,01,04,49893.0
2008,01,07,49875.0
2008,01,08,49846.0
2008,01,09,49801.0
2008,01,10,49844.0
2008,01,11,49844.0
2008,01,14,49844.0
2008,01,15,49844.0
2008,01,16,49844.0
2008,01,17,49844.0
2008,01,18,49844.0
2008,01,22,49844.0
2008,01,23,49917.0
2008,01,24,49965.0
2008,01,25,50151.0
2008,01,28,50377.0
2008,01,29,50419.0
2008,01,30,50411.0
2008,01,31,50411.0
2008,02,01,50411.0
2008,02,04,50411.0
2008,02,05,50411.0
2008,02,06,50395.0
2008,02,07,50374.0
2008,02,08,50245.0
2008,02,11,50386.0
2008,02,12,50433.0
2008,02,13,50536.0
2008,02,14,50514.0
2008,02,15,50510.0
2008,02,19,50510.0
2008,02,20,50510.0
2008,02,21,50510.0
2008,02,22,50510.0
2008,02,25,50510.0
2008,02,26,50510.0
2008,02,27,50510.0
2008,02,28,50510.0
2008,02,29,50510.0
2008,03,03,50510.0
2008,03,04,50500.0
2008,03,05,50525.0
2008,03,06,50441.0
2008,03,07,50511.0
2008,03,10,50326.0
2008,03,11,50306.0
2008,03,12,50280.0
2008,03,13,50233.0
2008,03,14,50236.0
2008,03,17,50200.0
2008,03,18,50200.0
2008,03,19,50200.0
2008,03,20,50200.0
2008,03,24,50200.0
2008,03,25,50200.0
2008,03,26,50200.0
2008,03,27,50200.0
2008,03,28,50200.0
2008,03,31,50200.0
2008,04,01,50200.0
2008,04,02,50200.0
2008,04,03,50200.0
2008,04,04,50200.0
2008,04,07,50200.0
2008,04,08,50200.0
2008,04,09,50200.0
2008,04,10,50200.0
2008,04,11,50200.0
2008,04,14,50200.0
2008,04,15,50200.0
2008,04,16,50200.0
2008,04,17,50200.0
2008,04,18,50200.0
2008,04,21,50200.0
2008,04,22,50200.0
2008,04,23,50200.0
2008,04,24,50200.0
2008,04,25,50200.0
2008,04,28,50200.0
2008,04,29,50200.0
2008,04,30,50200.0
2008,05,01,50200.0
2008,05,02,50200.0
2008,05,05,50200.0
2008,05,06,50200.0
2008,05,07,50200.0
2008,05,08,50202.0
2008,05,09,50203.0
2008,05,12,50225.0
2008,05,13,50228.0
2008,05,14,50225.0
2008,05,15,50225.0
2008,05,16,50225.0
2008,05,19,50227.0
2008,05,20,50220.0
2008,05,21,50206.0
2008,05,22,50205.0
2008,05,23,50204.0
2008,05,27,50201.0
2008,05,28,50189.0
2008,05,29,50177.0
2008,05,30,50197.0
2008,06,02,50173.0
2008,06,03,50173.0
2008,06,04,50173.0
2008,06,05,50173.0
2008,06,06,50173.0
2008,06,09,50173.0
2008,06,10,50173.0
2008,06,11,50173.0
2008,06,12,50167.0
2008,06,13,50210.0
2008,06,16,50275.0
2008,06,17,50199.0
2008,06,18,50074.0
2008,06,19,50110.0
2008,06,20,50097.0
2008,06,23,50029.0
2008,06,24,49992.0
2008,06,25,50013.0
2008,06,26,49943.0
2008,06,27,49832.0
2008,06,30,49803.0
2008,07,01,49782.0
2008,07,02,49794.0
2008,07,03,49780.0
2008,07,07,49780.0
2008,07,08,49862.0
2008,07,09,49800.0
2008,07,10,49838.0
2008,07,11,49840.0
2008,07,14,49526.0
2008,07,15,49607.0
2008,07,16,49865.0
2008,07,17,50031.0
2008,07,18,50061.0
2008,07,21,50088.0
2008,07,22,50267.0
2008,07,23,50242.0
2008,07,24,50180.0
2008,07,25,50188.0
2008,07,28,50072.0
2008,07,29,50238.0
2008,07,30,50224.0
2008,07,31,50190.0
2008,08,01,50213.0
2008,08,04,50219.0
2008,08,05,50202.0
2008,08,06,50232.0
2008,08,07,50242.0
2008,08,08,50263.0
2008,08,11,50292.0
2008,08,12,50300.0
2008,08,13,50300.0
2008,08,14,50300.0
2008,08,15,50300.0
2008,08,18,50300.0
2008,08,19,50300.0
2008,08,20,50300.0
2008,08,21,50300.0
2008,08,22,50350.0
2008,08,25,50303.0
2008,08,26,50311.0
2008,08,27,50308.0
2008,08,28,50338.0
2008,08,29,50338.0
2008,09,02,50335.0
2008,09,03,50320.0
2008,09,04,50282.0
2008,09,05,50320.0
2008,09,08,50323.0
2008,09,09,50323.0
2008,09,10,50323.0
2008,09,11,50323.0
2008,09,12,50323.0
2008,09,15,50323.0
2008,09,16,48609.0
2008,09,17,45682.0
2008,09,18,46804.0
2008,09,19,48835.0
2008,09,22,50228.0
2008,09,23,50255.0
2008,09,24,50242.0
2008,09,25,50272.0
2008,09,26,50271.0
2008,09,29,50188.0
2008,09,30,50542.0
2008,10,01,50419.0
2008,10,02,50413.0
2008,10,03,50443.0
2008,10,06,50283.0
2008,10,07,50069.0
2008,10,08,49978.0
2008,10,09,49814.0
2008,10,10,50077.0
2008,10,13,51012.0
2008,10,14,52571.0
2008,10,15,51623.0
2008,10,16,52158.0
2008,10,17,52143.0
2008,10,20,52298.0
2008,10,21,52112.0
2008,10,22,51765.0
2008,10,23,51389.0
2008,10,24,51229.0
2008,10,27,51093.0
2008,10,28,51568.0
2008,10,29,51817.0
2008,10,30,52005.0
2008,10,31,52224.0
2008,11,03,52302.0
2008,11,04,52366.0
2008,11,05,52324.0
2008,11,06,52275.0
2008,11,07,52580.0
2008,11,10,52241.0
2008,11,11,51587.0
2008,11,12,51060.0
2008,11,13,51817.0
2008,11,14,51384.0
2008,11,17,51072.0
2008,11,18,51043.0
2008,11,19,50275.0
2008,11,20,47832.0
2008,11,21,48050.0
2008,11,24,52059.0
2008,11,25,52891.0
2008,11,26,54804.0
2008,11,28,55060.0
2008,12,01,54855.0
2008,12,02,56158.0
2008,12,03,57090.0
2008,12,04,56757.0
2008,12,05,58186.0
2008,12,08,59465.0
2008,12,09,59321.0
2008,12,10,59348.0
2008,12,11,59230.0
2008,12,12,59335.0
2008,12,15,59289.0
2008,12,16,59768.0
2008,12,17,59792.0
2008,12,18,59537.0
2008,12,19,59598.0
2008,12,22,59508.0
2008,12,23,59285.0
2008,12,24,59562.0
2008,12,26,59476.0
2008,12,29,59313.0
2008,12,30,59623.0
2008,12,31,59681.0
2009,01,02,59696.0
2009,01,05,59664.0
2009,01,06,59732.0
2009,01,07,59732.0
2009,01,08,59732.0
2009,01,09,59732.0
2009,01,12,58494.0
2009,01,13,58762.0
2009,01,14,57059.0
2009,01,15,56093.0
2009,01,16,55960.0
2009,01,20,55182.0
2009,01,21,55695.0
2009,01,22,55381.0
2009,01,23,55515.0
2009,01,26,55644.0
2009,01,27,55695.0
2009,01,28,55964.0
2009,01,29,55682.0
2009,01,30,55369.0
2009,02,02,55284.0
2009,02,03,55345.0
2009,02,04,55231.0
2009,02,05,55397.0
2009,02,06,55626.0
2009,02,09,55715.0
2009,02,10,55380.0
2009,02,11,55565.0
2009,02,12,55582.0
2009,02,13,55451.0
2009,02,17,55035.0
2009,02,18,55082.0
2009,02,19,54738.0
2009,02,20,54842.0
2009,02,23,54707.0
2009,02,24,55336.0
2009,02,25,55330.0
2009,02,26,55593.0
2009,02,27,55302.0
2009,03,02,55121.0
2009,03,03,54947.0
2009,03,04,55292.0
2009,03,05,54465.0
2009,03,06,54314.0
2009,03,09,54075.0
2009,03,10,55552.0
2009,03,11,55818.0
2009,03,12,56469.0
2009,03,13,56577.0
2009,03,16,56642.0
2009,03,17,56698.0
2009,03,18,56862.0
2009,03,19,56781.0
2009,03,20,56597.0
2009,03,23,57015.0
2009,03,24,56908.0
2009,03,25,56963.0
2009,03,26,57078.0
2009,03,27,57085.0
2009,03,30,56826.0
2009,03,31,57146.0
2009,04,01,57271.0
2009,04,02,57551.0
