2008,12,15,HST,Buy,100
2008,12,22,HST,Sell,100
2008,12,29,HST,Buy,100
2009,01,06,HST,Sell,100
2009,01,12,HST,Buy,100
2009,01,20,HST,Sell,100
2009,04,27,HST,Buy,100
2009,05,04,HST,Sell,100
2009,02,13,IP,Buy,100
2009,02,23,IP,Sell,100
2009,04,07,IP,Buy,100
2009,04,15,IP,Sell,100
2008,10,06,IPG,Buy,100
2008,10,13,IPG,Sell,100
2009,10,02,IPG,Buy,100
2009,10,09,IPG,Sell,100
2009,10,07,IPG,Buy,100
2009,10,14,IPG,Sell,100
2009,10,12,IPG,Buy,100
2009,10,19,IPG,Sell,100
2009,10,15,IPG,Buy,100
2009,10,22,IPG,Sell,100
2009,11,17,IPG,Buy,100
2009,11,24,IPG,Sell,100
2008,10,09,JBL,Buy,100
2008,10,16,JBL,Sell,100
2008,11,12,JBL,Buy,100
2008,11,19,JBL,Sell,100
2008,11,14,JBL,Buy,100
2008,11,21,JBL,Sell,100
2009,01,09,JBL,Buy,100
2009,01,16,JBL,Sell,100
2009,04,20,JBL,Buy,100
2009,04,27,JBL,Sell,100
2009,06,17,JBL,Buy,100
2009,06,24,JBL,Sell,100
2009,07,07,JBL,Buy,100
2009,07,14,JBL,Sell,100
2008,10,07,JDSU,Buy,100
2008,10,14,JDSU,Sell,100
2008,10,14,JDSU,Buy,100
2008,10,21,JDSU,Sell,100
2009,09,29,JDSU,Buy,100
2009,10,06,JDSU,Sell,100
2009,10,01,JDSU,Buy,100
2009,10,08,JDSU,Sell,100
2009,10,16,JDSU,Buy,100
2009,10,23,JDSU,Sell,100
2008,10,09,KEY,Buy,100
2008,10,16,KEY,Sell,100
2008,11,20,KEY,Buy,100
2008,11,28,KEY,Sell,100
2009,01,12,KEY,Buy,100
2009,01,20,KEY,Sell,100
2009,01,14,KEY,Buy,100
2009,01,22,KEY,Sell,100
2009,02,03,KEY,Buy,100
2009,02,10,KEY,Sell,100
2009,02,10,KEY,Buy,100
2009,02,18,KEY,Sell,100
2009,02,17,KEY,Buy,100
2009,02,24,KEY,Sell,100
2009,03,02,KEY,Buy,100
2009,03,09,KEY,Sell,100
2009,04,08,KEY,Buy,100
2009,04,16,KEY,Sell,100
